x,y
-4.163134156139108e-28,0.0
-4.163134156139108e-28,0.0
-2.046612269275678e-06,-9.237080087797569e-11
-2.091422157357533e-06,-9.237080346893098e-11
-2.1347013811483044e-06,-9.23708059713816e-11
-2.1766729032300473e-06,-9.237080839821955e-11
-2.217524673623862e-06,-9.237081076031232e-11
-2.2247260023013766e-06,-9.237081117670068e-11
-2.215641482753971e-06,-9.237081065142408e-11
-2.207317434674369e-06,-9.237081017011873e-11
-2.199655021368603e-06,-9.237080972706989e-11
-2.1925679690559513e-06,-9.2370809317289e-11
-2.8040259778171342e-06,-9.237084467243979e-11
-2.952093167351879e-06,-9.23708532338418e-11
-2.9800036317565347e-06,-9.237085484765442e-11
-3.006373981974247e-06,-9.237085637241613e-11
-3.0341213408894695e-06,-9.237085797679783e-11
-3.0603449687323792e-06,-9.23708594930758e-11
-3.087946064220436e-06,-9.23708610890004e-11
-3.1140241906901163e-06,-9.237086259686533e-11
-3.141480319171813e-06,-9.237086418440781e-11
-3.1674143250472718e-06,-9.237086568393954e-11
-3.194726942904221e-06,-9.23708672631841e-11
-3.2205183678518595e-06,-9.237086875447165e-11
-3.2476890885230827e-06,-9.237087032551154e-11
-3.2733396253982636e-06,-9.23708718086528e-11
-3.3003702109857993e-06,-9.237087337158998e-11
-3.325881694411215e-06,-9.237087484669099e-11
-3.3527740414326827e-06,-9.237087640163501e-11
-3.3781484304513856e-06,-9.237087786880903e-11
-3.40490454974801e-06,-9.23708794158763e-11
-3.4301439048598973e-06,-9.237088087524265e-11
-3.4567658962361757e-06,-9.23708824145544e-11
-3.4818723516861626e-06,-9.23708838662363e-11
-0.00019101545926083685,7.180005736332655e-10
0.002083580913333373,7.208881431343706e-09
0.013565714154226846,8.933433766604598e-09
0.018036118268690962,9.604863516931995e-09
0.01836003011324478,9.65351326835227e-09
0.02590415059932002,1.0786598064426124e-08
0.04345133656320707,-6.895965665974055e-06
0.07099237813730748,-4.035196924216758e-05
0.10834418645947828,-0.00022205722625799837
0.15570095212705165,-0.000287284689543755
0.20769700566091334,0.00023643004038272948
0.25969419631091195,0.000755798113963675
0.31169113353108197,0.0012742359871471347
0.36368674460597145,0.0017926606379375931
0.4156840836355114,0.0023143882889865445
0.46768095198336324,0.0028416221997235253
0.5196751039045859,0.0033863104361422395
0.5716712345614925,0.0038863542002395895
0.6236576333142079,0.004391428797091672
0.6756504975058024,0.004878949230140484
0.7276475105399013,0.00533061949026919
0.7796414769907979,0.005788990095726928
0.8316386237478665,0.006252868495581165
0.8836503920475419,0.006725025819948223
0.9356954416841196,0.007364121077499363
0.987774005141559,0.00834347008034297
1.0398797007863427,0.009880931949238564
1.0800995049780338,0.032390908299107304
1.1322688118426183,0.03542660305808547
1.1843516699147223,0.04031922500292452
1.2361921075358588,0.047687404171031664
1.287546695326543,0.057882133385637385
1.3383198320516883,0.07042412104249826
1.388583420398287,0.08465574392478371
1.4384339769844097,0.10008380485447763
1.4879670456302725,0.11636020345414277
1.5372654010562765,0.13327686636885988
1.5863478768687345,0.1508042274772727
1.635207362610104,0.1689405756880677
1.6838410948509648,0.18768678272693773
1.7322353434152222,0.20703486859541448
1.7803822637052864,0.22698474205868543
1.8282794791565908,0.24753355042085806
1.8759175684182092,0.2686777889703033
1.923286690721811,0.2904132752712589
1.9703806166726696,0.31273772476354283
2.0178489105461668,0.3326032060426666
2.0692689295957987,0.33271634251830284
2.115996489356664,0.3557992857033729
2.162433683251614,0.37946262733735336
2.208576540710693,0.4037144282303299
2.2543689318224365,0.4287380953207002
2.2996004995903174,0.45486168136339966
2.3440951288980894,0.482270645784365
2.3876793554006714,0.5111527710488807
2.4301993854894435,0.5415924106196663
2.4715475639104936,0.5736368961655962
2.511380142483888,0.6076205099270081
2.549249528180849,0.6437974459283488
2.584988174836215,0.6820667832933304
2.6184833709050266,0.7223167294076689
2.6496314410382062,0.7644092179630205
2.6824600018529887,0.7487373628147379
2.7108079130349227,0.7927641068806579
2.736606658712504,0.8383331606510691
2.7597635309664863,0.8853068639150866
2.7801954801841466,0.9335093581967281
2.7978511567765407,0.9828098063821833
2.8126630254124514,1.0330271292519215
2.8245820691432826,1.0840079157893654
2.8335726904831384,1.1355877386942916
2.857483787540949,1.1747602721235861
2.863529415112647,1.2267770454694809
2.866587308286224,1.2790496222584058
2.8666992968130938,1.331404431079154
2.8643991491301994,1.3836571260233645
2.86032931219322,1.4357416530815834
2.855000910374681,1.487650260131309
2.8488110602496723,1.539411270176416
2.84204823743762,1.591055738382807
2.834985441299433,1.642611335028619
2.8278644393767163,1.6941219358984005
2.8207434683892894,1.7456323129941291
2.8136214282378917,1.7971437672584776
2.8064945733589894,1.8486543455610567
2.799370798910572,1.9001604909363976
2.7923660331566005,1.9516328627851665
2.785767410993614,2.0030903250167915
2.779857997138474,2.0545769564061738
2.7747722592053625,2.106135970854284
