x,y
8.673617379884035e-19,-4.356439243606966e-26
-5.181927929310583e-07,2.3231264032201378e-05
-2.335335863148068e-06,2.330165757824553e-05
-3.253198938077753e-06,2.3367970545976962e-05
-3.7144633097982264e-06,2.3430814764398813e-05
-4.080977380442694e-06,2.3490892156198385e-05
-4.312101370367635e-06,2.3548586321759683e-05
-4.415217476720027e-06,2.3604035665236938e-05
-4.471434666761601e-06,2.365757937910803e-05
-4.5072794831318985e-06,2.370953221991353e-05
-4.532953435905981e-06,2.3760009258302556e-05
3.730991367028799e-08,1.5147680180031106e-05
-4.029250011956462e-06,-2.789619221035183e-06
-6.0809991409525865e-06,-3.897708299300278e-06
-8.350726518705723e-06,-5.007568954487193e-06
-1.041876533856758e-05,-6.115602512441127e-06
-1.2690244445543331e-05,-7.2254891049206934e-06
-1.476003522150231e-05,-8.333547596906624e-06
-1.7033262117788477e-05,-9.443459778029254e-06
-1.9104800845721158e-05,-1.0551542858245772e-05
-2.13797715294191e-05,-1.1661480286269401e-05
-2.345305419719848e-05,-1.2769587620402477e-05
-2.572976466555651e-05,-1.3879549958530742e-05
-2.780478726662622e-05,-1.498768121839306e-05
-3.008323352321615e-05,-1.6097668135761498e-05
-3.215999205735502e-05,-1.7205822999251697e-05
-3.4440170112576534e-05,-1.8315834170825212e-05
-3.651866058595717e-05,-1.9424012321832068e-05
-3.880056645629102e-05,-2.0534047428398845e-05
-4.0880784881089025e-05,-2.164224855676992e-05
-4.3164414589535495e-05,-2.2752307284991972e-05
-4.52463569845284e-05,-2.386053108651665e-05
-4.753170656054094e-05,-2.497061312878731e-05
-4.9615368950533135e-05,-2.60788593051555e-05
-5.190243443024562e-05,-2.7188964359617726e-05
-5.3987812846383217e-05,-2.8297232618407264e-05
-5.627659027222613e-05,-2.9407360388953724e-05
-5.836368075221596e-05,-3.051565044353698e-05
-6.0654166173258577e-05,-3.1625800639648156e-05
-6.274296476118605e-05,-3.2734112209217804e-05
-6.503515423331814e-05,-3.384428454605684e-05
-6.712565699093119e-05,-3.4952617367484534e-05
-6.941954661490116e-05,-3.6062811580448436e-05
-7.151174964318933e-05,-3.7171165414131794e-05
-7.380733550420423e-05,-3.828138123062538e-05
-7.590123486643074e-05,-3.9389755812751305e-05
-7.819851310326021e-05,-4.049999294937468e-05
-8.029410507776318e-05,-4.160838796701935e-05
0.0015467476247607152,-4.726061589758117e-05
0.012231913638328226,-4.218756217031551e-05
0.023518506694852552,-4.4298113683651667e-05
0.02563720790527206,-4.8891583295842084e-05
0.032612238555153335,-5.1738598467007395e-05
0.04928671288728259,-4.203710133530831e-05
0.07583257513510713,-2.147211799275657e-05
0.11201568168995425,6.915988880169304e-07
0.1581873508598958,1.7749557693294383e-05
0.21011291248339328,7.990505391092672e-05
0.26204057778295814,0.0004275090224171842
0.31378263408907825,0.001285219387592207
0.3658122435069086,0.0024054770072239997
0.4177593771597399,0.0035715242372315673
0.4695082569085031,0.004710630938653689
0.5214556098343042,0.0059000890834497634
0.5733898293474046,0.00730524213650208
0.6252056674347289,0.009230131032756784
0.6770255024207511,0.011993059921153355
0.7287162719050125,0.015845293340295438
0.7803241816463287,0.0210114372469878
0.831830106259777,0.02713571962243328
0.8833015901093221,0.03406969672785628
0.9346700507117325,0.0415034477650332
0.9859268690870203,0.04923756474885145
1.0373045718142713,0.056982962285864115
1.0885483115837666,0.06480511741607187
1.1397880597658925,0.07260708338243148
1.1911299269087567,0.08045049306700218
1.242369961139518,0.08844095117667848
1.2935896554895268,0.09646512745561596
1.3449258135030302,0.10450672674614794
1.3961340651789522,0.11271643744048446
1.4473309886999712,0.12097909338885071
1.4986038207818795,0.12928007376245756
1.549786275086082,0.13769419007850622
1.600969588117104,0.1461490769184659
1.6521998321715674,0.1546141453776893
1.7033882284700732,0.16313446396911252
1.7546268981225208,0.1717137362129978
1.8058810916208692,0.18036546761585617
1.8570136791816778,0.18934304024786547
1.9082031638016292,0.19880944477329837
1.959261403241118,0.20890426036945925
2.0100569117127116,0.2198607364127584
2.060716449348487,0.2316565477876791
2.1112278256578643,0.24423155402190624
2.1615169019089158,0.25734280713953434
2.2116646575490457,0.2711353523775778
2.261485652062196,0.2859405288398287
2.3109072346421877,0.30211087358523875
2.3600116611147373,0.3202321681478246
2.4077675210911686,0.3404610322199431
2.454430016659979,0.3629559977328783
2.5000979417072666,0.3878490960440468
2.5441267626130313,0.41492835997719874
2.5866092214586827,0.4445321617771344
2.626806698385926,0.47588462860808395
2.6637688977249274,0.5087918846291769
2.697403855515355,0.5434116019999868
2.727915464086541,0.5801411902417516
2.7570713010040993,0.6210690941076503
2.784733431082004,0.6645564116483977
2.810856605423842,0.7093354639705102
2.835223412777362,0.7549221714034994
2.8577933162302442,0.8013790409351496
2.8786998219013533,0.8489029202365957
2.897729567588068,0.8972929889160545
2.914505032941377,0.9461906711436413
2.9288335485404646,0.9959689318129745
2.940314711932943,1.0462737313226123
2.9488711564216112,1.0970113685411746
2.9542310096456337,1.1480790904289149
2.9567312731098503,1.1996561412418774
2.956569331459355,1.2510148428163117
2.9546634244164047,1.3028141133197049
2.95146363792542,1.3545734196491988
2.9473681576092785,1.4062242492898
2.942780275468821,1.4579921470200183
2.9376949322062256,1.5097225851600087
2.932470676516877,1.5615399658718667
2.9273418240735576,1.6132386928960578
2.922432820243219,1.664987698041342
2.9178579271457674,1.7168261182966815
2.913787772768559,1.7687132195709163
2.9106691857060563,1.8205353195663456
2.9085579394205197,1.8723765421466008
2.9080046399528143,1.924331943762506
2.9089398302238707,1.9759106846480947
2.911852755297115,2.0274220493613964
2.9168272947320313,2.0789204993449752
2.9236236555058728,2.1297927298537567
2.9320225037261363,2.1807029676933487
2.9415342101496993,2.2316102001625615
2.9517595748046777,2.282310662239624
2.9625071054057512,2.333011023717903
2.9735008350454004,2.383673398147098
2.9845720965739146,2.43430287483925
2.995640313177134,2.4849872928171775
3.0067040196941948,2.5356986890633864
3.017733388908571,2.586361130806547
3.028590989882419,2.6371770986192122
3.039100938102268,2.688063204879281
3.0492368834839088,2.7389584262094977
3.05899177637274,2.7900107464800046
3.0680633526241894,2.841150161283394
3.0761137781268806,2.89248507831379
3.0830228315317223,2.9439299155698366
3.0888929939067196,2.995509119977769
3.0936139744716784,3.04725980720166
3.097117740866058,3.0990774157419025
3.0995099186846047,3.151012601114704
3.100705116800055,3.2028741719998144
3.100704598574534,3.254929162774991
3.0995322036062882,3.306857020256196
3.09723464689402,3.358812440992847
3.0938099809115704,3.4106410849994826
3.089251077521929,3.4624233918488616
3.083628235079932,3.5140570887967297
3.076943471438199,3.5654379846077826
3.069300413146926,3.6168958838012486
3.0606883322520906,3.6681286631194436
3.0510635540279365,3.7191777312346868
3.0405194989973245,3.7700841905265388
3.0291078671925855,3.8207407052457967
3.0166758444613886,3.87129378201536
3.0031860424940238,3.9214924135939757
2.9888107474838312,3.971454217108186
2.9731737727829195,4.0209584458463326
2.956075499788985,4.070096153635007
2.937377694819014,4.118415211137073
2.9170859228715655,4.165983316403184
2.895125290528779,4.2128985761617495
2.871635500517318,4.2593667173867376
2.8462690515518068,4.304577280997412
2.8191853268674247,4.348031760863812
2.789936498685592,4.390206361724907
2.758401582719223,4.4308894211109005
2.7247138846645633,4.469881456657761
2.689047394377223,4.506983442653238
2.6513189124920067,4.5423448228391
2.6120272327973426,4.575454280430424
2.571001613111513,4.606582895965473
2.5280176947486597,4.635689045218877
2.483793700269892,4.662539282513857
2.4384998026549156,4.686767334261538
2.391564592313384,4.708602652506396
2.343789324233138,4.727963589621605
2.295289151864266,4.744685896737707
2.246012991172726,4.758619056563109
2.19599020757895,4.769783580808576
2.1455883961632387,4.778058184957839
2.0947733030552262,4.783834731307497
2.0438514926617577,4.786787307705581
1.9924937854969864,4.78736036247069
